county_name,state,total_fires,pct_silent,pct_evac,extreme_fires,svi_score,pop_age65,pop_disability,pop_poverty,pop_no_vehicle,svi_minority,svi_housing,svi_socioeconomic,svi_household,lat,lon
Haskell County,Oklahoma,13,0.3076923076923077,0.0,0,0.8387,2362,2709,3828,245,0.686,0.3866,0.916,0.9166,35.183333,-95.35
Haskell County,Texas,5,0.0,0.0,0,0.812,1266,1198,1430,109,0.741,0.3563,0.8829,0.8896,33.115051,-99.523008
Hawaii County,Hawaii,40,0.75,0.0,0,0.636,44910,30614,43133,3647,0.9602,0.4881,0.4502,0.7894,19.8093,-155.841898
Hays County,Texas,8,0.75,0.125,0,0.6723,28057,26913,49767,2479,0.8673,0.7432,0.7089,0.1804,30.0542533,-97.9370815
Hempstead County,Arkansas,3,1.0,0.0,0,0.8998,3665,3983,6469,574,0.8508,0.6927,0.748,0.9914,33.65695,-93.824546
Henderson County,Texas,3,0.0,0.0,0,0.8291,18383,14566,22159,1712,0.5953,0.8186,0.8361,0.6542,32.344758,-95.801476
Hettinger County,North Dakota,1,0.0,0.0,0,0.1495,641,430,393,22,0.1985,0.0853,0.3268,0.2218,46.38866,-102.54945
Hidalgo County,New Mexico,84,0.5595238095238095,0.0,0,0.9179,908,707,1424,112,0.9354,0.9905,0.6984,0.8371,31.453333,-109.042167
Hidalgo County,Texas,12,0.08333333333333333,0.0,0,0.9841,97866,104955,362213,14393,0.9975,0.7515,0.999,0.8855,26.5122,-98.13111
Hill County,Montana,33,0.7575757575757576,0.0,0,0.4419,2495,1921,4298,344,0.6923,0.5103,0.3723,0.321,48.26440084,-109.75121032
Hinsdale County,Colorado,11,0.9090909090909091,0.0,0,0.0869,310,157,96,7,0.2984,0.0054,0.2335,0.4419,38.312967,-107.1033
Hockley County,Texas,1,0.0,0.0,0,0.93,3232,3344,5612,466,0.8941,0.8311,0.8365,0.9494,33.593017,-102.49785
Honolulu County,Hawaii,19,0.42105263157894735,0.10526315789473684,0,0.5708,187393,111686,138573,32091,0.9854,0.957,0.2307,0.2638,21.4010738,-158.1740738
Hood County,Texas,3,0.6666666666666666,0.0,0,0.525,15761,7965,9463,628,0.4871,0.559,0.5243,0.4244,32.379238300365415,-97.94010633894902
Hood River County,Oregon,251,0.852589641434263,0.01593625498007968,4,0.7111,4092,2891,3536,489,0.7537,0.9306,0.44,0.6045,46.0053,-121.4901
Hopkins County,Texas,3,0.3333333333333333,0.0,0,0.7525,6781,5218,8722,560,0.6449,0.5488,0.7811,0.7296,33.150791,-95.653138
Hot Spring County,Arkansas,2,1.0,0.0,0,0.6437,6368,7614,9274,699,0.4998,0.868,0.5278,0.4458,34.5534585,-92.7917588
Hot Springs County,Wyoming,31,0.4838709677419355,0.03225806451612903,0,0.1938,1210,858,1224,89,0.3118,0.1769,0.2628,0.2848,43.6485,-107.999667
Houston County,Texas,34,0.6176470588235294,0.0,0,0.9625,4890,4294,6334,581,0.7836,0.9672,0.9195,0.8699,31.4828,-95.165967
Howard County,Arkansas,1,1.0,0.0,0,0.8797,2310,2318,3588,231,0.7521,0.4423,0.8342,0.9949,34.01,-94.0558
Howard County,Texas,2,0.0,0.0,0,0.8816,4382,4999,7543,621,0.8877,0.9224,0.777,0.7684,32.301609,-101.31112
Howell County,Missouri,12,0.16666666666666666,0.0,0,0.7693,7849,7574,14312,1164,0.1572,0.6271,0.9096,0.7149,36.91475,-92.185
Hubbard County,Minnesota,22,0.6818181818181818,0.0,0,0.2809,5533,3120,3934,458,0.2364,0.5297,0.2358,0.2937,46.936379,-94.934583
Hudspeth County,Texas,2,0.0,0.0,0,0.9943,367,787,1064,73,0.9863,0.9835,0.985,0.8603,32.153633,-105.36655
Huerfano County,Colorado,7,1.0,0.0,0,0.5383,2286,1389,1663,152,0.7636,0.3236,0.5778,0.5075,37.399783,-104.996417
Hughes County,Oklahoma,27,0.5925925925925926,0.0,0,0.7945,2539,2430,3979,182,0.776,0.6096,0.7999,0.727,35.246389,-96.273056
Hughes County,South Dakota,10,0.7,0.0,0,0.3013,3054,2111,2506,556,0.5161,0.9793,0.0535,0.0923,44.394,-100.2588
Humboldt County,California,230,0.8739130434782608,0.008695652173913044,0,0.8269,25688,24235,39656,3794,0.6475,0.8851,0.7805,0.6538,40.80027793963741,-124.20218906159757
Humboldt County,Nevada,169,0.5266272189349113,0.005917159763313609,0,0.616,2651,2493,3615,279,0.735,0.5495,0.5056,0.6793,41.029903,-117.762379
Hunt County,Texas,6,0.3333333333333333,0.0,0,0.8746,16142,15498,22437,1756,0.6828,0.9322,0.825,0.7038,33.165,-96.009667
Hutchinson County,Texas,37,0.6756756756756757,0.02702702702702703,0,0.3245,3534,3389,3613,281,0.6872,0.0452,0.4416,0.6421,35.848431,-101.432992
Ida County,Iowa,1,1.0,0.0,0,0.0445,1531,830,1343,131,0.1457,0.0999,0.0496,0.1995,42.475031,-95.788237
Idaho County,Idaho,316,0.7911392405063291,0.0,0,0.5199,4743,2930,4085,92,0.2816,0.4489,0.5915,0.5593,45.47803,-116.3753
Imperial County,California,56,0.6428571428571429,0.05357142857142857,0,0.9936,23671,24352,60845,2955,0.9943,0.979,0.9682,0.9392,33.58170780578763,-116.09905242919923
Inyo County,California,86,0.7441860465116279,0.046511627906976744,1,0.6147,4487,3075,3629,405,0.7881,0.7716,0.4162,0.5234,37.3535109,-118.4401255
Iowa County,Iowa,2,0.5,0.0,0,0.0484,3168,2204,2366,196,0.1457,0.1228,0.0261,0.3245,41.818228,-92.136945
Iron County,Missouri,4,0.5,0.0,0,0.6074,2100,2106,2561,221,0.1928,0.5778,0.6242,0.7331,37.677217,-91.0138
Iron County,Utah,218,0.8073394495412844,0.0045871559633027525,0,0.4114,7487,6388,14854,631,0.4496,0.384,0.5017,0.2809,37.39605,-113.228261
Isanti County,Minnesota,43,0.7674418604651163,0.0,0,0.0913,6869,5234,6218,508,0.1861,0.0996,0.2081,0.1199,45.499068,-93.440057
Island County,Washington,79,0.9113924050632911,0.0,0,0.3032,21872,12373,10809,1119,0.5679,0.3945,0.2498,0.322,48.40657,-122.5534
Itasca County,Minnesota,54,0.7592592592592593,0.0,0,0.4012,11104,7987,8279,1008,0.314,0.6405,0.3465,0.3089,47.40151,-93.811237
Jack County,Texas,3,0.0,0.0,0,0.9418,1488,1043,2145,325,0.5927,0.9691,0.9491,0.7191,33.2679,-98.298983
Jackson County,Colorado,50,0.94,0.0,0,0.3751,452,182,472,38,0.3824,0.1085,0.8781,0.049,40.7077,-105.711617
Jackson County,Iowa,1,1.0,0.0,0,0.078,4143,2338,3766,477,0.0627,0.2265,0.1225,0.0999,42.0,-90.853633
Jackson County,Kansas,5,0.8,0.0,0,0.2472,2590,2175,2034,190,0.4741,0.1511,0.1371,0.8005,39.2455544,-95.8122215
Jackson County,Oregon,597,0.8676716917922948,0.006700167504187605,1,0.7025,50066,35363,50719,4843,0.552,0.8139,0.5937,0.6067,41.93783825296042,-122.95358469716489
Jackson County,South Dakota,7,0.42857142857142855,0.0,0,0.9771,415,262,1403,109,0.9494,0.999,0.9822,0.3923,43.844829,-101.721983
Jackson County,Texas,1,0.0,0.0,0,0.8094,2893,2221,3428,352,0.8059,0.664,0.7385,0.8333,29.13581,-96.651516
Jasper County,Iowa,3,0.6666666666666666,0.0,0,0.2078,7220,4762,6224,597,0.1985,0.3134,0.1693,0.4423,41.7028543,-93.2800433
Jasper County,Texas,23,0.30434782608695654,0.0,0,0.8737,6771,4464,10798,775,0.6223,0.9074,0.8979,0.6271,31.041533,-93.97745
Jeff Davis County,Texas,2,0.0,0.0,0,0.4738,831,296,643,30,0.5558,0.3602,0.5046,0.4725,30.614167,-104.152333
Jefferson County,Colorado,63,0.8412698412698413,0.047619047619047616,1,0.0948,99108,60205,63707,9196,0.5829,0.2164,0.1193,0.0337,39.459365,-105.178158
Jefferson County,Idaho,15,0.6,0.0,0,0.1212,3593,3352,6093,118,0.4085,0.098,0.1699,0.2313,43.860763,-112.202951
Jefferson County,Kansas,1,1.0,0.0,0,0.0197,3500,2540,2000,330,0.1928,0.0261,0.1072,0.0522,39.0511094,-95.4650262
Jefferson County,Montana,61,0.7540983606557377,0.0,0,0.1158,2752,2073,1362,147,0.2364,0.35,0.0757,0.1807,46.44095,-111.924183
Jefferson County,Oklahoma,18,0.2777777777777778,0.0,0,0.8056,1105,1390,1858,175,0.5978,0.398,0.7232,0.992,34.243064,-97.747269
Jefferson County,Oregon,243,0.7530864197530864,0.04938271604938271,4,0.9278,4798,4757,5413,423,0.8043,0.8727,0.7827,0.9774,44.3638,-121.1975
Jefferson County,Texas,8,0.25,0.0,0,0.9723,38008,36383,69784,6914,0.9259,0.929,0.9313,0.924,30.169653,-94.02846
Jefferson County,Washington,44,0.8409090909090909,0.0,0,0.3643,12732,6446,6217,732,0.4085,0.3974,0.4063,0.2946,48.03099,-123.0816
Jerauld County,South Dakota,1,1.0,0.0,0,0.1976,568,287,268,44,0.3535,0.7175,0.0474,0.2078,44.35328,-98.509084
Jerome County,Idaho,9,0.6666666666666666,0.0,0,0.5826,3115,2899,6509,277,0.8005,0.1801,0.7057,0.6666,42.624164,-114.210606
Jim Wells County,Texas,6,0.16666666666666666,0.0,0,0.9491,6176,6703,13347,979,0.9847,0.5431,0.9415,0.9822,27.730279,-98.055454
Johnson County,Arkansas,11,0.9090909090909091,0.0,0,0.895,4326,5291,9492,517,0.5679,0.6478,0.8769,0.98,35.760152,-93.531105
Johnson County,Iowa,4,1.0,0.0,0,0.3863,19262,13695,36058,4660,0.5829,0.8855,0.3408,0.0213,41.70019540000001,-91.4700515
Johnson County,Kansas,2,0.5,0.0,0,0.0605,92867,53764,54451,8011,0.5542,0.0808,0.0439,0.1976,38.941241,-94.852984
Johnson County,Wyoming,139,0.6474820143884892,0.007194244604316547,1,0.1709,2236,1114,2176,122,0.328,0.2946,0.2981,0.0461,43.70786,-106.5527
Johnston County,Oklahoma,15,0.6,0.0,0,0.875,1956,2613,3603,263,0.7016,0.8556,0.7611,0.9154,34.350178,-96.713994
Jones County,Iowa,1,0.0,0.0,0,0.1082,4376,2566,3510,337,0.1985,0.2873,0.0471,0.342,42.0629539,-91.3224891
Jones County,South Dakota,1,1.0,0.0,0,0.2036,217,45,202,10,0.5542,0.2335,0.1317,0.4117,44.03525,-100.424867
Jones County,Texas,9,0.0,0.0,0,0.5829,3092,2364,3541,214,0.8075,0.3633,0.7722,0.2265,32.705533,-99.6819
Josephine County,Oregon,385,0.9090909090909091,0.0,1,0.7817,23340,18406,25646,1716,0.4378,0.6376,0.8151,0.805,41.85128060033401,-123.26214484602431
Juab County,Utah,103,0.7087378640776699,0.009708737864077669,0,0.0659,1498,1461,1760,140,0.2692,0.1823,0.0487,0.1887,39.7594,-112.28763
Judith Basin County,Montana,33,0.6666666666666666,0.0,1,0.049,516,246,508,17,0.1753,0.0099,0.1483,0.3207,47.235833,-110.400833
Kalawao County,Hawaii,3,0.0,0.3333333333333333,0,0.1871,11,10,10,3,0.9723,0.4044,0.0983,0.0614,21.0955851,-157.0148662
Kanabec County,Minnesota,30,0.6333333333333333,0.0,0,0.2612,3435,2536,3288,296,0.1225,0.5565,0.308,0.1304,45.708817,-93.384175
Kandiyohi County,Minnesota,5,0.8,0.0,0,0.5383,8598,5663,8495,949,0.5667,0.6895,0.2765,0.7684,45.158063,-95.077206
Kane County,Utah,274,0.8467153284671532,0.0036496350364963502,1,0.259,1863,1389,1573,149,0.2399,0.2663,0.2265,0.5861,37.34175,-112.614467
Karnes County,Texas,1,0.0,0.0,0,0.9367,2136,1525,3328,382,0.9491,0.9978,0.8155,0.6042,28.889807,-97.606765
Kauai County,Hawaii,4,0.75,0.0,0,0.3964,15557,8092,11209,983,0.9625,0.4566,0.2367,0.3446,22.03908598845284,-159.6709296482489
Kay County,Oklahoma,16,0.75,0.0,0,0.8549,8325,8176,12872,1086,0.6449,0.6341,0.8053,0.957,36.730833,-96.720278
Kearney County,Nebraska,2,1.0,0.0,0,0.1028,1331,586,1174,88,0.2733,0.1836,0.0283,0.5444,40.3982,-98.7808
Kearny County,Kansas,1,0.0,0.0,0,0.5358,636,512,1101,37,0.7591,0.0792,0.5641,0.9198,37.8960414,-101.3729082
Kenedy County,Texas,3,0.3333333333333333,0.0,0,0.6678,42,29,60,0,1.0,0.0426,0.6449,0.9917,27.069731,-97.381439
Kent County,Texas,2,0.5,0.0,0,0.2393,237,116,53,7,0.4779,0.146,0.1486,0.7531,33.411667,-100.501033
Kern County,California,974,0.7299794661190965,0.008213552361396304,1,0.9685,102703,100653,283531,17883,0.9545,0.9265,0.957,0.8339,35.26471078880824,-118.6556911468506
Kerr County,Texas,3,0.0,0.0,0,0.7442,14760,8321,11656,977,0.7105,0.8393,0.6322,0.5733,29.890503,-99.105375
Keya Paha County,Nebraska,2,0.5,0.0,0,0.0226,202,112,303,2,0.021,0.0041,0.1276,0.2797,43.031033,-99.919833
Kidder County,North Dakota,2,1.0,0.0,0,0.0321,637,253,468,3,0.2444,0.0312,0.1031,0.0843,47.052706,-99.565678
Kimball County,Nebraska,2,0.0,0.0,0,0.4308,880,637,842,48,0.4569,0.0725,0.6971,0.5571,41.05939,-104.09378
Kimble County,Texas,2,0.0,0.0,0,0.4948,1209,805,1188,72,0.6532,0.2714,0.531,0.566,30.385417,-99.669217
King County,Washington,101,0.8514851485148515,0.0,0,0.3761,306055,225134,284843,99515,0.8199,0.8816,0.1938,0.0496,47.2747,-121.7882
Kingfisher County,Oklahoma,2,0.5,0.0,0,0.398,2521,1909,2820,174,0.6166,0.2297,0.3153,0.7117,35.99360306851108,-97.96117857526022
Kings County,California,179,0.7094972067039106,0.0111731843575419,0,0.9507,15971,16895,38775,2109,0.9593,0.8753,0.9354,0.839,35.68222716045941,-119.58395004272462
Kingsbury County,South Dakota,1,1.0,0.0,0,0.1114,1170,568,742,97,0.119,0.4241,0.0751,0.1518,44.660953,-97.438386
Kiowa County,Oklahoma,4,0.75,0.0,0,0.741,1709,1822,2996,91,0.6373,0.2577,0.7763,0.9475,34.78316449614775,-99.15753823791836
Kitsap County,Washington,63,0.746031746031746,0.015873015873015872,1,0.3334,51416,38291,35894,4595,0.6128,0.6236,0.195,0.2514,47.544,-122.8989
Kittitas County,Washington,384,0.7760416666666666,0.013020833333333334,1,0.3366,7464,5725,9796,647,0.5202,0.6265,0.5132,0.013,46.9899698,-121.0971197
Kittson County,Minnesota,14,0.35714285714285715,0.0,0,0.0958,1101,439,690,80,0.1037,0.609,0.0232,0.1123,48.970345,-96.985551
Klamath County,Oregon,600,0.8416666666666667,0.011666666666666667,5,0.8438,14909,13475,19033,1446,0.6045,0.6417,0.8276,0.9125,41.83950453660198,-121.30713432234984
Kleberg County,Texas,4,0.5,0.0,0,0.9924,4052,4303,10922,721,0.9819,0.9704,0.9936,0.8221,27.44209,-97.83251
Klickitat County,Washington,116,0.75,0.008620689655172414,1,0.6414,5558,3655,5414,503,0.525,0.4995,0.6389,0.7178,45.9259,-121.0048
Koochiching County,Minnesota,25,0.84,0.0,0,0.3118,3262,2246,2221,394,0.2536,0.5323,0.1989,0.5119,48.558,-93.085667
Kootenai County,Idaho,117,0.7606837606837606,0.0,0,0.2746,33702,25521,31297,2876,0.3675,0.322,0.3544,0.2071,47.7747,-116.585
La Paz County,Arizona,110,0.6909090909090909,0.0,0,0.9195,6748,3847,5060,424,0.818,0.5775,0.9236,0.9701,33.71147922696449,-114.5436902216089
La Plata County,Colorado,247,0.8259109311740891,0.016194331983805668,0,0.258,10647,5640,10162,462,0.5797,0.7031,0.2965,0.0108,37.2667,-108.0005
La Salle County,Texas,1,0.0,0.0,0,0.9128,1205,605,2029,43,0.9952,0.7356,0.9631,0.6557,28.442051,-99.234682
Lac qui Parle County,Minnesota,1,1.0,0.0,0,0.0535,1831,1052,942,97,0.0932,0.1276,0.0169,0.4932,44.8758,-96.0542
Laclede County,Missouri,2,0.5,0.0,0,0.7327,6508,6511,10684,972,0.2444,0.503,0.8101,0.861,37.633037,-92.64976
Lafayette County,Arkansas,1,1.0,0.0,0,0.8075,1518,1338,2249,188,0.8031,0.6064,0.8622,0.6408,33.343,-93.534
Lake County,California,569,0.7082601054481547,0.022847100175746926,3,0.9055,15801,13359,19017,1485,0.7089,0.7999,0.8696,0.9236,38.97102617880285,-122.830367921304
Lake County,Colorado,30,0.8,0.06666666666666667,1,0.1152,1051,810,942,98,0.776,0.1368,0.2342,0.0165,39.464917,-106.355633
Lake County,Minnesota,29,0.7241379310344828,0.034482758620689655,2,0.0805,2939,1682,1679,218,0.0474,0.1934,0.0741,0.2873,47.973333,-91.3715
Lake County,Montana,142,0.7746478873239436,0.0,1,0.7541,7232,4765,8576,487,0.7308,0.3223,0.8113,0.8587,47.27277778,-114.18111111
Lake County,Oregon,227,0.8458149779735683,0.00881057268722467,1,0.8517,2080,1453,2228,260,0.4913,0.9688,0.7824,0.6729,42.44508,-120.6331
Lake County,South Dakota,4,1.0,0.0,0,0.09,2625,1413,1668,112,0.1985,0.3474,0.056,0.1336,43.969867,-97.0795
Lake of the Woods County,Minnesota,12,0.5,0.0,0,0.0417,951,471,644,39,0.2265,0.1588,0.0942,0.0264,48.581483,-94.560283
Lamar County,Texas,6,0.16666666666666666,0.0,0,0.8536,9684,9366,13307,1419,0.6373,0.601,0.7856,0.9752,33.642233,-95.338733
Lamb County,Texas,1,1.0,0.0,0,0.8221,2225,2094,3909,229,0.9332,0.3888,0.6818,0.9885,34.085967,-102.111786
Lampasas County,Texas,2,0.0,0.0,0,0.658,4476,4924,4686,352,0.6599,0.3474,0.6774,0.8094,31.200274,-98.238452
Lancaster County,Nebraska,1,1.0,0.0,0,0.4031,46984,35733,60582,6560,0.5371,0.6647,0.2755,0.2905,40.765384464233534,-96.71319396016172
Lander County,Nevada,93,0.6344086021505376,0.0,0,0.5762,803,807,1222,54,0.678,0.363,0.413,0.9135,40.64157,-116.32818
Lane County,Oregon,436,0.8027522935779816,0.011467889908256881,7,0.7375,76715,65534,94529,11699,0.5294,0.9157,0.6522,0.4903,43.6358,-122.7347
Laramie County,Wyoming,31,0.6129032258064516,0.0,0,0.2514,16631,13582,15526,2038,0.5759,0.272,0.2657,0.2129,41.092215,-104.835984
Larimer County,Colorado,161,0.9130434782608695,0.031055900621118012,0,0.1524,59020,35687,58098,5620,0.5161,0.3824,0.2676,0.0105,40.57,-105.4305
Las Animas County,Colorado,14,0.7857142857142857,0.0,0,0.9068,3616,3259,3957,556,0.8571,0.7706,0.8645,0.9065,37.25172,-104.69304
Lassen County,California,170,0.8529411764705882,0.0058823529411764705,0,0.8231,4854,4314,5636,458,0.7464,0.8769,0.861,0.3748,40.28363340062305,-120.49034357070924
Latah County,Idaho,52,0.6346153846153846,0.057692307692307696,1,0.2825,5727,4862,7717,646,0.3847,0.8097,0.4518,0.0035,46.6037,-116.599083
Latimer County,Oklahoma,32,0.34375,0.0,0,0.8396,2005,2040,2941,149,0.7655,0.7038,0.8816,0.6672,34.815278,-95.03
Lavaca County,Texas,1,0.0,0.0,0,0.5752,4837,2877,4344,293,0.6449,0.4823,0.4184,0.8298,29.327932,-97.21577
Lawrence County,South Dakota,41,0.8536585365853658,0.0,0,0.3449,6087,4406,4953,510,0.3086,0.6653,0.3172,0.1693,44.51118,-104.1203
Le Flore County,Oklahoma,24,0.6666666666666666,0.0,0,0.924,8682,10018,15868,1045,0.6742,0.7566,0.8899,0.972,34.777883,-94.739783
Le Sueur County,Minnesota,1,1.0,0.0,0,0.0694,5207,2977,3476,320,0.2879,0.0786,0.069,0.3408,44.423332,-93.761277
Lea County,New Mexico,7,0.42857142857142855,0.0,0,0.9399,8017,8408,20111,1105,0.9504,0.8766,0.9189,0.8301,32.5685,-103.6815
Leavenworth County,Kansas,1,0.0,0.0,0,0.2475,12401,10047,11337,1406,0.5581,0.4416,0.2068,0.146,39.287,-94.966
Lee County,Texas,5,0.2,0.0,0,0.7856,3597,2670,4489,296,0.7598,0.7983,0.6398,0.7677,30.469357,-97.251151
Lemhi County,Idaho,188,0.75,0.015957446808510637,1,0.4073,2451,1640,1508,166,0.1985,0.5212,0.3579,0.5555,45.0608,-114.033
Leon County,Texas,4,0.25,0.0,0,0.6974,3760,3563,3714,120,0.6102,0.2673,0.6233,0.9758,31.351808,-96.213469
Lewis County,Idaho,69,0.7101449275362319,0.0,0,0.7146,1013,882,1110,72,0.5183,0.3557,0.7261,0.9217,46.2577,-115.9812
Lewis County,Washington,140,0.7928571428571428,0.0,0,0.7028,17337,16000,17401,1451,0.5081,0.6739,0.608,0.7887,46.80765,-123.1174
Lewis and Clark County,Montana,210,0.8476190476190476,0.004761904761904762,3,0.1906,13917,9907,11479,1591,0.2984,0.4496,0.1772,0.1276,46.7539,-112.4027
Liberty County,Montana,5,1.0,0.0,0,0.6592,447,389,795,99,0.0048,0.7751,0.4852,0.9421,48.83999,-111.1372
Liberty County,Texas,19,0.3684210526315789,0.0,0,0.9739,11765,14115,26178,1330,0.8139,0.9564,0.9758,0.8053,30.3376,-94.8815
Limestone County,Texas,6,0.16666666666666666,0.0,0,0.9065,4576,3602,6717,323,0.8199,0.7152,0.8196,0.9714,31.68563,-96.80029
Lincoln County,Arkansas,1,1.0,0.0,0,0.5864,1946,1494,2405,163,0.749,0.7372,0.6058,0.1409,33.96604199857336,-91.858831044797
Lincoln County,Colorado,4,0.5,0.0,0,0.385,965,636,935,101,0.6045,0.6612,0.4197,0.0528,38.88237691528744,-104.05429117612692
Lincoln County,Idaho,21,0.6666666666666666,0.0,0,0.6742,747,682,1254,13,0.7359,0.2784,0.7738,0.7146,42.91291,-114.418831
Lincoln County,Minnesota,4,0.75,0.0,0,0.069,1370,720,991,74,0.0675,0.1002,0.0961,0.3073,44.3623,-96.2193
Lincoln County,Montana,241,0.8008298755186722,0.0,0,0.5628,5951,4432,6232,340,0.2444,0.2459,0.8489,0.4874,48.323933,-115.037683
Lincoln County,Nebraska,2,0.5,0.0,0,0.4617,6972,5227,7695,628,0.3939,0.3675,0.3748,0.7782,40.9314,-100.5864
Lincoln County,Nevada,147,0.8503401360544217,0.0,1,0.5749,746,853,471,97,0.4569,0.9255,0.3175,0.5472,37.543442,-114.576428
Lincoln County,New Mexico,201,0.736318407960199,0.0,2,0.8346,5980,4635,5866,404,0.7916,0.5269,0.8116,0.9195,33.58215,-105.56275
Lincoln County,Oklahoma,27,0.6296296296296297,0.14814814814814814,0,0.4101,6336,6734,8112,367,0.5183,0.196,0.4362,0.651,35.605833,-96.605833
Lincoln County,Oregon,62,0.9032258064516129,0.03225806451612903,0,0.7165,15372,11193,11917,1090,0.5294,0.4814,0.7127,0.8517,44.4409,-123.7288
Lincoln County,Washington,159,0.5911949685534591,0.018867924528301886,2,0.2113,2783,2333,2091,125,0.3058,0.2132,0.1489,0.6131,48.0259,-118.2158
Lincoln County,Wyoming,56,0.7857142857142857,0.017857142857142856,0,0.118,3600,2421,2390,240,0.2323,0.2036,0.1015,0.2864,42.1691,-110.8021
Linn County,Iowa,1,0.0,0.0,0,0.1944,38047,24342,37030,4835,0.4588,0.3999,0.1009,0.2984,41.840554835956596,-91.67000956983108
Linn County,Kansas,7,0.8571428571428571,0.0,0,0.2733,2146,1678,1909,169,0.2265,0.1731,0.461,0.3315,38.2459,-94.6436
Linn County,Oregon,127,0.7795275590551181,0.015748031496062992,1,0.6586,24408,23271,26866,2204,0.4779,0.6758,0.6347,0.6195,44.688142,-122.751231
Lipscomb County,Texas,1,1.0,0.0,0,0.7703,507,457,668,49,0.7922,0.3388,0.6472,0.9835,36.4629683,-100.5369193
Little River County,Arkansas,1,0.0,0.0,0,0.4197,2535,2172,2938,233,0.6468,0.3255,0.3643,0.538,33.614296,-94.616277
Live Oak County,Texas,1,0.0,0.0,0,0.9039,2418,1613,3081,285,0.8686,0.9809,0.7665,0.7267,28.595,-98.012
Llano County,Texas,7,0.14285714285714285,0.0,0,0.6192,8030,4647,4593,319,0.4445,0.3452,0.6984,0.7731,30.803969,-98.605346
Logan County,Arkansas,11,0.9090909090909091,0.0,0,0.5444,4256,4634,6064,435,0.335,0.5603,0.4967,0.6802,35.1884,-93.713
Logan County,Colorado,19,0.7368421052631579,0.0,0,0.6004,3923,3035,5314,460,0.5867,0.9593,0.4327,0.2135,40.6244,-103.184
Logan County,Nebraska,1,0.0,1.0,0,0.0471,152,94,91,0,0.3649,0.0541,0.057,0.2192,41.292286,-100.5135469
Logan County,North Dakota,2,0.5,0.0,0,0.0754,499,211,397,10,0.1037,0.1053,0.0856,0.3761,46.42786,-99.257751
Logan County,Oklahoma,18,0.3888888888888889,0.2222222222222222,0,0.3003,8284,7698,9419,558,0.5829,0.4699,0.2418,0.2374,35.9434683459897,-97.30022087941931
Lonoke County,Arkansas,2,1.0,0.0,0,0.4063,10411,11705,14468,1344,0.4445,0.2536,0.3684,0.7063,34.9475,-91.7798
Los Alamos County,New Mexico,156,0.8205128205128205,0.0,3,0.0099,3423,2044,1354,97,0.658,0.0789,0.0003,0.0255,35.880828,-106.695894
Los Angeles County,California,837,0.7168458781362007,0.010752688172043012,2,0.8629,1415856,1045189,2222770,291082,0.9736,0.9176,0.895,0.2825,34.1511616,-117.9395846
Loup County,Nebraska,1,1.0,0.0,0,0.202,161,101,125,5,0.4556,0.0576,0.2237,0.6567,41.575846,-99.353714
Love County,Oklahoma,13,0.6153846153846154,0.0,0,0.7961,1852,2231,2551,133,0.686,0.5752,0.7019,0.9367,33.894522,-97.134732
Loving County,Texas,6,0.3333333333333333,0.0,0,0.4356,34,18,7,5,0.0579,0.9828,0.0,0.9866,32.260967,-103.753383
Lubbock County,Texas,3,0.0,0.0,0,0.8422,39592,39736,80474,6843,0.8632,0.8613,0.8177,0.5005,33.558793,-101.801005
Luna County,New Mexico,9,0.3333333333333333,0.0,0,0.9997,5214,5669,10791,727,0.9704,0.9367,0.9577,1.0,32.055767,-107.6586
Lyman County,South Dakota,5,0.4,0.0,0,0.867,636,603,1413,122,0.8482,0.9065,0.6437,0.9052,44.235929,-99.863999
Lyon County,Kansas,2,0.5,0.0,0,0.7222,4890,4572,8308,853,0.6656,0.9376,0.6153,0.3325,38.405,-96.014
Lyon County,Minnesota,3,0.3333333333333333,0.0,0,0.5348,4247,3054,4788,724,0.4913,0.8498,0.2125,0.7245,44.297051,-95.840092
Lyon County,Nevada,17,0.6470588235294118,0.058823529411764705,0,0.5593,12604,9775,10545,636,0.6424,0.1737,0.7229,0.6602,39.402562321321085,-119.46249345071374
Madera County,California,291,0.7319587628865979,0.01718213058419244,0,0.9593,22292,20990,46401,1881,0.9532,0.7859,0.9567,0.9036,37.2154389,-119.90846
Madison County,Arkansas,3,1.0,0.0,0,0.5272,3265,3295,4989,201,0.5953,0.2405,0.6096,0.6411,35.752404,-93.720865
Madison County,Idaho,15,0.7333333333333333,0.0,0,0.4318,2881,3473,19487,341,0.4057,0.8657,0.7264,0.0016,43.623533,-111.5813
Madison County,Missouri,1,1.0,0.0,0,0.5097,2406,2799,2539,228,0.1094,0.4181,0.5612,0.7299,37.472633,-90.398367
Madison County,Montana,75,0.7733333333333333,0.0,0,0.098,2640,1285,1105,62,0.2234,0.3592,0.1454,0.0299,45.73561,-111.8096
Madison County,Nebraska,1,0.0,0.0,0,0.4633,5794,3832,6743,652,0.5501,0.6529,0.2284,0.6605,41.81554642731601,-97.3873259849746
Madison County,Texas,9,0.1111111111111111,0.0,0,0.9131,2067,1881,2480,355,0.8501,0.9987,0.714,0.6914,30.722117,-95.794917
Mahnomen County,Minnesota,44,0.75,0.0,0,0.9577,928,902,1897,154,0.8941,0.8708,0.944,0.8645,47.486767,-95.978633
Major County,Oklahoma,1,0.0,0.0,0,0.3579,1608,1319,1473,112,0.4741,0.2491,0.1893,0.8654,36.118806,-98.559861
